pmid,in_degree,out_degree,title,has_abstract
12368261,77.0,31.0,A Drosophila fragile X protein interacts with components of RNAi and ribosomal proteins.,True
18226106,11.0,94.0,MicroRNAs: biogenesis and molecular functions.,True
18226107,3.0,43.0,MicroRNA involvement in brain tumors: from bench to bedside.,True
18226108,9.0,57.0,MicroRNAs (miRNAs) in neurodegenerative diseases.,True
18227514,37.0,17.0,MicroRNA-373 induces expression of genes with complementary promoter sequences.,True
18230780,43.0,24.0,MicroRNA expression profiles associated with prognosis and therapeutic outcome in colon adenocarcinoma.,True
33043516,0.0,52.0,Cancer biology functional genomics: From small RNAs to big dreams.,True
22790917,0.0,63.0,MicroRNAs and respiratory diseases.,True
27613133,0.0,62.0,MicroRNA and Metastasis.,True
15973356,213.0,16.0,TRBP recruits the Dicer complex to Ago2 for microRNA processing and gene silencing.,True
15979303,21.0,39.0,MicroRNAs in vertebrate development.,True
15980147,31.0,36.0,"A database analysis method identifies an endogenous trans-acting short-interfering RNA that targets the Arabidopsis ARF2, ARF3, and ARF4 genes.",True
15985611,71.0,28.0,Dicer-1 and R3D1-L catalyze microRNA maturation in Drosophila.,True
15987789,19.0,33.0,Human microRNA prediction through a probabilistic co-learning model of sequence and structure.,True
15987809,21.0,42.0,Characterization of a highly variable eutherian microRNA gene.,True
15989958,60.0,26.0,Antisense-mediated depletion reveals essential and specific functions of microRNAs in Drosophila development.,True
15994906,29.0,44.0,Novel and mechanical stress-responsive MicroRNAs in Populus trichocarpa that are absent from Arabidopsis.,True
10642801,270.0,4.0,The lin-4 regulatory RNA controls developmental timing in Caenorhabditis elegans by blocking LIN-14 protein synthesis after the initiation of translation.,True
18193036,49.0,16.0,The microRNAs miR-373 and miR-520c promote tumour invasion and metastasis.,True
18194678,8.0,51.0,"MicroRNA function in neuronal development, plasticity and disease.",True
18197166,138.0,83.0,Mechanisms of post-transcriptional regulation by microRNAs: are the answers in sight?,True
18204468,12.0,113.0,Micromanagement of the immune system by microRNAs.,True
18205598,0.0,60.0,Noncoding RNAs.,True
18206964,15.0,65.0,Let me count the ways: mechanisms of gene regulation by miRNAs and siRNAs.,True
18207740,35.0,18.0,Argonaute loading improves the 5' precision of both MicroRNAs and their miRNA* strands in flies.,True
18211225,1.0,96.0,Behind the scenes of a small RNA gene-silencing pathway.,True
19325841,3.0,72.0,MicroRNA: An emerging therapeutic target and intervention tool.,True
19340450,6.0,65.0,"An elegant miRror: microRNAs in stem cells, developmental timing and cancer.",True
19344188,6.0,39.0,MicroRNA-based therapeutics for cancer.,True
26077373,12.0,44.0,Towards a molecular understanding of microRNA-mediated gene silencing.,True
16914499,15.0,29.0,Temporal regulation of shoot development in Arabidopsis thaliana by miR156 and its target SPL3.,True
16921378,73.0,21.0,Perfect seed pairing is not a generally reliable predictor for miRNA-target interactions.,True
16923828,20.0,35.0,Muscle-specific microRNA miR-206 promotes muscle differentiation.,True
16927374,1.0,53.0,Structural and biochemical advances in mammalian RNAi.,True
32954644,1.0,82.0,microRNA strand selection: Unwinding the rules.,True
25180174,2.0,67.0,Mechanisms of miRNA-Mediated Gene Regulation from Common Downregulation to mRNA-Specific Upregulation.,True
25192263,6.0,46.0,The evolutionary journey of Argonaute proteins.,True
25197665,0.0,56.0,MicroRNAs: promising new antiangiogenic targets in cancer.,True
25201113,0.0,58.0,Identification of miRNAs and their targets in C. elegans.,True
19561119,4.0,106.0,Emerging roles of microRNAs as molecular switches in the integrated circuit of the cancer cell.,True
12403829,41.0,37.0,A viral suppressor of RNA silencing differentially regulates the accumulation of short interfering RNAs and micro-RNAs in tobacco.,True
12408822,64.0,36.0,"Evidence that siRNAs function as guides, not primers, in the Drosophila and human RNAi pathways.",True
12408823,32.0,19.0,RNAi in human cells: basic structural and functional features of small interfering RNA.,True
12411505,85.0,23.0,Human Dicer preferentially cleaves dsRNAs at their termini without a requirement for ATP.,True
12411504,47.0,19.0,Ribonuclease activity and RNA binding of recombinant human Dicer.,True
12414724,131.0,31.0,"The Argonaute family: tentacles that reach into RNAi, developmental control, stem cell maintenance, and tumorigenesis.",False
12417148,93.0,14.0,DICER-LIKE1: blind men and elephants in Arabidopsis development.,True
12429701,17.0,62.0,The genetics of RNA silencing.,True
20413612,46.0,58.0,Mammalian microRNAs: experimental evaluation of novel and previously annotated genes.,True
20415587,0.0,81.0,microRNA: a master regulator of cellular processes for bioengineering systems.,True
20415780,0.0,85.0,RNA silencing in the antiviral innate immune defence--role of DEAD-box RNA helicases.,True
20422339,2.0,39.0,microRNA and cancer.,True
20423980,5.0,54.0,"MicroRNAs, macrocontrol: regulation of miRNA processing.",True
20424607,74.0,36.0,A dicer-independent miRNA biogenesis pathway that requires Ago catalysis.,True
20427224,4.0,64.0,The biosynthetic pathways and biological scopes of plant small RNAs.,True
20437927,1.0,67.0,MicroRNA signatures in neurological disorders.,True
20443818,0.0,59.0,MicroRNAs as new players in the genomic galaxy and disease puzzles.,True
15943864,13.0,41.0,"Prediction and verification of microRNA targets by MovingTargets, a highly adaptable prediction method.",True
15944707,326.0,17.0,A microRNA polycistron as a potential human oncogene.,True
15944708,371.0,18.0,MicroRNA expression profiles classify human cancers.,True
15944709,296.0,15.0,c-Myc-regulated microRNAs modulate E2F1 expression.,True
15944714,63.0,14.0,Stem cell division is regulated by the microRNA pathway.,True
15951802,137.0,27.0,Serum response factor regulates a muscle-specific microRNA that targets Hand2 during cardiogenesis.,True
15965474,161.0,13.0,Identification of hundreds of conserved and nonconserved human microRNAs.,True
30202439,0.0,72.0,"OrderedDict([('i', 'Chlamydomonas reinhardtii'), ('#text', 'Mechanisms of microRNA-mediated gene regulation in unicellular model alga .')])",True
17367786,8.0,42.0,Computational identification of novel microRNAs and targets in Brassica napus.,True
17368621,38.0,53.0,Mechanisms of microRNA-mediated gene regulation in animal cells.,True
17369351,28.0,23.0,Arabidopsis primary microRNA processing proteins HYL1 and DCL1 define a nuclear body distinct from the Cajal body.,True
17369401,25.0,22.0,Critical roles for Dicer in the female germline.,True
17379774,51.0,8.0,Control of stress-dependent cardiac growth and gene expression by a microRNA.,True
17381277,6.0,50.0,Function and localization of microRNAs in mammalian cells.,True
17381280,9.0,44.0,Drosha in primary microRNA processing.,True
17381284,9.0,74.0,Structural biology of RNA silencing and its functional implications.,True
17381288,1.0,52.0,MicroRNAs in search of a target.,True
17381297,2.0,86.0,MicroRNA function and mechanism: insights from zebra fish.,True
17381335,16.0,34.0,MicroRNAs silence gene expression by repressing protein expression and/or by promoting mRNA decay.,True
17381339,1.0,58.0,The expanding universe of noncoding RNAs.,True
17382377,52.0,11.0,miR-181a is an intrinsic modulator of T cell sensitivity and selection.,True
17382880,41.0,17.0,AU-rich-element-mediated upregulation of translation by FXR1 and Argonaute 2.,True
17389647,30.0,40.0,Distance constraints between microRNA target sites dictate efficacy and cooperativity.,True
12110183,71.0,31.0,"The dsRNA binding protein RDE-4 interacts with RDE-1, DCR-1, and a DExH-box helicase to direct RNAi in C. elegans.",True
12110901,108.0,49.0,RNA interference.,True
12119378,158.0,33.0,Endogenous and silencing-associated small RNAs in plants.,True
20924405,13.0,54.0,Desperately seeking microRNA targets.,True
20925959,0.0,45.0,The clinical potential of microRNAs.,True
20926332,5.0,45.0,Virus-derived small interfering RNAs at the core of plant-virus interactions.,True
20931386,3.0,130.0,MicroRNA biogenesis and cancer.,True
20943489,0.0,50.0,[Advances in plant microRNA and stresses response.].,True
17599088,38.0,11.0,RNA editing of the microRNA-151 precursor blocks cleavage by the Dicer-TRBP complex.,True
17599402,145.0,43.0,The mirtron pathway generates microRNA-class regulatory RNAs in Drosophila.,True
17600087,24.0,16.0,Let-7 expression defines two differentiation stages of cancer.,True
17601824,27.0,63.0,Common functions for diverse small RNAs of land plants.,True
17604629,47.0,29.0,"The Drosophila RNA methyltransferase, DmHen1, modifies germline piRNAs and single-stranded siRNAs in RISC.",True
17604727,137.0,49.0,A mammalian microRNA expression atlas based on small RNA library sequencing.,True
17606634,20.0,24.0,Cerebellar neurodegeneration in the absence of microRNAs.,True
17606638,44.0,21.0,"Pimet, the Drosophila homolog of HEN1, mediates 2'-O-methylation of Piwi- interacting RNAs at their 3' ends.",True
17609114,19.0,33.0,Sequence and expression differences underlie functional specialization of Arabidopsis microRNAs miR159 and miR319.,True
17612493,162.0,28.0,MicroRNA targeting specificity in mammals: determinants beyond seed pairing.,True
17613543,9.0,75.0,"miRNAs in cancer: approaches, aetiology, diagnostics and therapy.",True
19187762,17.0,41.0,Enhancement of the seed-target recognition step in RNA silencing by a PIWI/MID domain protein.,True
19188930,2.0,53.0,Epigenetics: heterochromatin meets RNAi.,True
19211792,26.0,31.0,Lin-28B transactivation is necessary for Myc-mediated let-7 repression and proliferation.,True
10882102,142.0,6.0,The lin-41 RBCC gene acts in the C. elegans heterochronic pathway between the let-7 regulatory RNA and the LIN-29 transcription factor.,True
14744438,751.0,112.0,"MicroRNAs: genomics, biogenesis, mechanism, and function.",True
14749716,47.0,18.0,Characterization of the interactions between mammalian PAZ PIWI domain proteins and Dicer.,True
14752161,39.0,5.0,Heterochromatic silencing and HP1 localization in Drosophila are dependent on the RNAi machinery.,True
15272084,47.0,35.0,Detection of 91 potential conserved plant microRNAs in Arabidopsis thaliana and Oryza sativa identifies important target genes.,True
15272117,39.0,10.0,RNA editing of a miRNA precursor.,True
15282547,74.0,57.0,MicroRNA control of PHABULOSA in leaf development: importance of pairing to the microRNA 5' region.,True
15284443,150.0,15.0,MicroRNA profiling reveals distinct signatures in B cell chronic lymphocytic leukemias.,True
15284453,178.0,16.0,Crystal structure of Argonaute and its implications for RISC slicer activity.,True
15284456,293.0,20.0,Argonaute2 is the catalytic engine of mammalian RNAi.,True
15284900,0.0,71.0,The long hand of the small RNAs reaches into several levels of gene regulation.,True
15294871,38.0,40.0,MicroRNA regulation of the CUC genes is required for boundary size control in Arabidopsis meristems.,True
15297624,39.0,6.0,Small interfering RNA-induced transcriptional gene silencing in human cells.,True
12573220,34.0,23.0,"Posttranscriptional gene silencing is not compromised in the Arabidopsis CARPEL FACTORY (DICER-LIKE1) mutant, a homolog of Dicer-1 from Drosophila.",True
12586064,130.0,29.0,"P1/HC-Pro, a viral suppressor of RNA silencing, interferes with Arabidopsis development and miRNA unction.",True
12592000,143.0,16.0,A uniform system for microRNA annotation.,True
19156746,0.0,50.0,MicroRNA expression profiling in bone marrow: implications in hematological malignancies.,True
19158785,16.0,77.0,On the road to reading the RNA-interference code.,True
19158786,34.0,76.0,A three-dimensional view of the molecular machinery of RNA interference.,True
19158787,9.0,40.0,Small RNAs in transcriptional gene silencing and genome defence.,True
19160125,2.0,57.0,MicroRNAs in the ontogeny of leukemias and lymphomas.,True
19160516,23.0,29.0,mirWIP: microRNA target prediction based on microRNA-containing ribonucleoprotein-enriched transcripts.,True
19165214,14.0,36.0,MicroRNAs: key regulators of stem cells.,True
19165215,119.0,140.0,Biogenesis of small RNAs in animals.,True
19167051,25.0,43.0,Importin 8 is a gene silencing factor that targets argonaute proteins to distinct mRNAs.,True
19167326,196.0,94.0,MicroRNAs: target recognition and regulatory functions.,True
19172742,39.0,22.0,Primary microRNA transcripts are processed co-transcriptionally.,True
19173032,2.0,135.0,The fascinating world of RNA interference.,True
19174539,21.0,54.0,Essential and overlapping functions for mammalian Argonautes in microRNA silencing.,True
19175697,6.0,60.0,MicroRNA and cancer--focus on apoptosis.,True
19175698,6.0,67.0,Advances in microRNAs: implications for immunity and inflammatory diseases.,True
19175699,7.0,32.0,miR-21: a small multi-faceted RNA.,True
19175700,1.0,68.0,The molecular machines that mediate microRNA maturation.,True
19182800,30.0,38.0,Biological basis for restriction of microRNA targets to the 3' untranslated region in mammalian mRNAs.,True
12725739,111.0,19.0,Negative feedback regulation of Dicer-Like1 in Arabidopsis by microRNA-guided mRNA degradation.,True
12725740,143.0,6.0,The Drosophila microRNA Mir-14 suppresses cell death and is required for normal fat metabolism.,True
12737799,90.0,14.0,The Caenorhabditis elegans hunchback-like gene lin-57/hbl-1 controls developmental time and is regulated by microRNAs.,True
12737800,98.0,16.0,"The C elegans hunchback homolog, hbl-1, controls temporal patterning and is a probable microRNA target.",True
12747828,118.0,39.0,MicroRNAs and other tiny endogenous RNAs in C. elegans.,True
12747833,68.0,23.0,Arabidopsis HEN1: a genetic link between endogenous miRNA controlling development and siRNA controlling transgene silencing and virus resistance.,True
22921265,0.0,63.0,The role of microRNAs in mammalian oocytes and embryos.,True
22936352,1.0,46.0,The Akt-associated microRNAs.,True
11959843,27.0,22.0,Short hairpin RNAs (shRNAs) induce sequence-specific silencing in mammalian cells.,True
11967158,33.0,18.0,A branched pathway for transgene-induced RNA silencing in plants.,True
11971140,47.0,18.0,Spreading of RNA targeting and DNA methylation in RNA silencing requires transcription of the target gene and a putative RNA-dependent RNA polymerase.,True
29959194,0.0,88.0,Mechanistic Insights into MicroRNA-Mediated Gene Silencing.,True
18167339,22.0,17.0,MicroRNA signature predicts survival and relapse in lung cancer.,True
18178619,41.0,19.0,In vitro reconstitution of the human RISC-loading complex.,True
18185580,74.0,10.0,Endogenous human microRNAs that suppress breast cancer metastasis.,True
18187662,26.0,23.0,MicroRNA signatures associated with cytogenetics and prognosis in acute myeloid leukemia.,True
18191211,62.0,27.0,Getting to the root of miRNA-mediated gene silencing.,True
18191262,3.0,46.0,Profiling microRNA expression with microarrays.,True
20674199,0.0,68.0,Micro-RNA - A potential for forensic science?,True
20678503,6.0,55.0,"The miR-15/107 group of microRNA genes: evolutionary biology, cellular functions, and roles in human diseases.",True
20680616,0.0,53.0,Sizing up the future of microRNA analysis.,True
20686940,1.0,67.0,A brief introduction to RNAi and microRNAs in stem cells.,True
20687832,6.0,40.0,Role of small RNAs in host-microbe interactions.,True
20699384,39.0,30.0,"Conserved vertebrate mir-451 provides a platform for Dicer-independent, Ago2-mediated microRNA biogenesis.",True
21342132,3.0,72.0,Practical Aspects of microRNA Target Prediction.,True
18548003,61.0,16.0,SMAD proteins control DROSHA-mediated microRNA maturation.,True
18550416,8.0,40.0,Small RNAs in viral infection and host defense.,True
18550634,10.0,42.0,"Role of microRNAs in vascular diseases, inflammation, and angiogenesis.",True
18550839,28.0,17.0,Dual roles of the nuclear cap-binding complex and SERRATE in pre-mRNA splicing and microRNA processing in Arabidopsis thaliana.,True
18554884,2.0,62.0,MicroRNAs grow up in the immune system.,True
18560586,10.0,27.0,MicroRNA expression and identification of putative miRNA targets in ovarian cancer.,True
18565786,18.0,40.0,"Use, tolerance and avoidance of amplified RNA silencing by plants.",True
18566191,71.0,23.0,Lin-28 interaction with the Let-7 precursor loop mediates regulated microRNA processing.,True
18566288,46.0,5.0,Proliferating cells express mRNAs with shortened 3' untranslated regions and fewer microRNA target sites.,True
18571451,18.0,36.0,Piwi and piRNAs act upstream of an endogenous siRNA pathway to suppress Tc3 transposon mobility in the Caenorhabditis elegans germline.,True
28181241,0.0,51.0,Interplay between miRNAs and human diseases.,True
16849646,21.0,15.0,MicroRNAs modulate the angiogenic properties of HUVECs.,True
16854228,39.0,19.0,Identification by Real-time PCR of 13 mature microRNAs differentially expressed in colorectal cancer and non-tumoral tissues.,True
16861386,20.0,32.0,Posttranscriptional induction of two Cu/Zn superoxide dismutase genes in Arabidopsis is mediated by downregulation of miR398 and important for oxidative stress tolerance.,True
16866953,3.0,116.0,The small RNA world of plants.,True
16878133,98.0,8.0,Augmentation of tumor angiogenesis by a Myc-activated microRNA cluster.,True
11423650,31.0,20.0,RNA silencing in plants--defense and counterdefense.,True
25565029,5.0,54.0,From guide to target: molecular insights into eukaryotic RNA-interference machinery.,True
25583362,0.0,54.0,Role of microRNAs in plant drought tolerance.,True
21222494,0.0,47.0,MicroRNA epigenetics: a new avenue for wound healing research.,True
18995836,38.0,25.0,Posttranscriptional regulation of miRNAs harboring conserved terminal loops.,True
18996891,12.0,38.0,miRecords: an integrated resource for microRNA-target interactions.,True
19003190,1.0,50.0,MicroRNAs: recently discovered key regulators of proliferation and apoptosis in animal cells : Identification of miRNAs regulating growth and survival.,True
19012978,7.0,68.0,Regulating the regulators: mechanisms controlling the maturation of microRNAs.,True
19022662,2.0,37.0,"MicroRNA profiling as a tool to understand prognosis, therapy response and resistance in breast cancer.",True
23209154,3.0,49.0,A molecular link between miRISCs and deadenylases provides new insight into the mechanism of gene silencing by microRNAs.,True
21652644,18.0,52.0,Experimental strategies for microRNA target identification.,True
24454381,0.0,60.0,MicroRNAs as Haematopoiesis Regulators.,True
24459110,1.0,61.0,Understanding principles of miRNA target recognition and function through integrated biological and bioinformatics approaches.,True
15565108,75.0,34.0,Evolution of microRNA genes by inverted duplication of target gene sequences in Arabidopsis thaliana.,True
15565168,61.0,30.0,Recognition and cleavage of primary microRNA precursors by the nuclear processing enzyme Drosha.,True
15565169,53.0,62.0,Crystal structure of a PIWI protein suggests mechanisms for siRNA recognition and slicer activity.,True
15574589,229.0,31.0,The Drosha-DGCR8 complex in primary microRNA processing.,True
15574827,61.0,33.0,MicroRNA expression detected by oligonucleotide microarrays: system establishment and expression profiling in human tissues.,True
17204650,59.0,10.0,A hexanucleotide element directs microRNA nuclear import.,True
17210790,16.0,54.0,MicroRNAs regulate the expression of the alternative splicing factor nPTB during muscle development.,True
17230196,28.0,68.0,The evolution of gene regulation by transcription factors and microRNAs.,True
22913594,1.0,59.0,Developing microRNA therapeutics: approaching the unique complexities.,True
18455451,22.0,26.0,MicroRNA-155 suppresses activation-induced cytidine deaminase-mediated Myc-Igh translocation.,True
18458333,14.0,34.0,Genomic and epigenetic alterations deregulate microRNA expression in human epithelial ovarian cancer.,True
18461144,21.0,57.0,Systematic identification of mRNAs recruited to argonaute 2 by specific microRNAs and corresponding changes in transcript abundance.,True
18463630,33.0,22.0,The Drosophila hairpin RNA pathway generates endogenous short interfering RNAs.,True
18463631,47.0,26.0,An endogenous small interfering RNA pathway in Drosophila.,True
18463636,40.0,16.0,Drosophila endogenous small RNAs bind to Argonaute 2 in somatic cells.,True
18472421,31.0,30.0,Endogenous siRNA and miRNA targets identified by sequencing of the Arabidopsis degradome.,True
24872439,0.0,52.0,MicroRNAs in human lung cancer.,True
12514099,159.0,54.0,A biochemical framework for RNA silencing in plants.,True
12522258,126.0,10.0,ARGONAUTE4 control of locus-specific siRNA accumulation and DNA and histone methylation.,True
12215653,41.0,5.0,Establishment and maintenance of a heterochromatin domain.,True
12225663,208.0,32.0,"CARPEL FACTORY, a Dicer homolog, and HEN1, a novel protein, act in microRNA metabolism in Arabidopsis thaliana.",True
12226481,37.0,9.0,Short RNAs can identify new candidate transposable element families in Arabidopsis.,False
12230974,164.0,24.0,Single-stranded antisense siRNAs guide target RNA cleavage in RNAi.,True
17284533,30.0,17.0,Expression of the miR-17-92 polycistron in chronic myeloid leukemia (CML) CD34+ cells.,True
17287247,19.0,31.0,Redundancy and specialization among plant microRNAs: role of the MIR164 family in developmental robustness.,True
17293455,35.0,12.0,CD34+ hematopoietic stem-progenitor cell microRNA expression and function: a circuit diagram of differentiation control.,True
17297439,47.0,7.0,MicroRNA-34a functions as a potential tumor suppressor by inducing apoptosis in neuroblastoma cells.,True
17298187,42.0,50.0,Genome-wide profiling and analysis of Arabidopsis siRNAs.,True
17299599,68.0,38.0,High-throughput sequencing of Arabidopsis microRNAs: evidence for frequent birth and death of MIRNA genes.,True
31752361,0.0,54.0,The Non-Canonical Aspects of MicroRNAs: Many Roads to Gene Regulation.,True
18034649,1.0,58.0,Roles of microRNAs and their targets in cancer.,True
17397913,59.0,33.0,"Dysregulation of cardiogenesis, cardiac conduction, and cell cycle in mice lacking miRNA-1-2.",True
17400893,26.0,57.0,Genome-wide analysis of the RNA-DEPENDENT RNA POLYMERASE6/DICER-LIKE4 pathway in Arabidopsis reveals dependency on miRNA- and tasiRNA-directed targeting.,True
17401365,101.0,17.0,Impaired microRNA processing enhances cellular transformation and tumorigenesis.,True
17401373,46.0,26.0,Potent effect of target structure on microRNA function.,True
17402793,7.0,47.0,MicroRNAs in the search for understanding human diseases.,True
18040713,7.0,74.0,MicroRNA: implications for cancer.,True
17403776,25.0,20.0,The microRNA miR-124 antagonizes the anti-neural REST/SCP1 pathway during embryonic CNS development.,True
17404574,48.0,13.0,mir-29 regulates Mcl-1 protein expression and apoptosis.,True
18042145,2.0,61.0,MicroRNAs and cancer.,True
18042455,42.0,48.0,"Systematic identification of C. elegans miRISC proteins, miRNAs, and mRNA targets by their interactions with GW182 proteins AIN-1 and AIN-2.",True
18042700,47.0,21.0,A biochemical approach to identifying microRNA targets.,True
17409118,10.0,43.0,The regulation of genes and genomes by small RNAs.,True
18048652,133.0,10.0,Switching from repression to activation: microRNAs can up-regulate translation.,True
17413846,1.0,93.0,Epigenetics and microRNAs.,True
18054394,3.0,54.0,Posttranscriptional control of neuronal development by microRNA networks.,True
17418787,35.0,24.0,A role for Piwi and piRNAs in germ cell maintenance and transposon silencing in Zebrafish.,True
18055230,43.0,20.0,microRNA-155 regulates the generation of immunoglobulin class-switched plasma cells.,True
17426780,1.0,57.0,"MicroRNA biogenesis, functionality and cancer relevance.",True
16954537,28.0,30.0,Many novel mammalian microRNA candidates identified by extensive cloning and RAKE analysis.,True
16954541,36.0,39.0,MicroRNAs and other small RNAs enriched in the Arabidopsis RNA-dependent RNA polymerase-2 mutant.,True
16957370,3.0,64.0,Prediction of human microRNA targets.,True
16957377,0.0,54.0,Methods for analyzing microRNA expression and function during hematopoietic lineage differentiation.,True
16963499,30.0,32.0,"Characterization of DGCR8/Pasha, the essential cofactor for Drosha in primary miRNA processing.",True
16971455,28.0,39.0,Effects of Dicer and Argonaute down-regulation on mRNA levels in human HEK293 cells.,True
16977334,44.0,22.0,SERRATE: a new player on the plant microRNA scene.,True
16978421,9.0,40.0,miTarget: microRNA target gene prediction using a support vector machine.,True
23148323,1.0,60.0,Processing of plant microRNA precursors.,True
23163351,4.0,98.0,MicroRNA biogenesis: regulating the regulators.,True
23165178,0.0,74.0,"Insect microRNAs: biogenesis, expression profiling and biological functions.",True
15845075,38.0,36.0,Regulation of miRNA expression during neural cell specification.,True
15845854,85.0,6.0,A cellular microRNA mediates antiviral defense in human cells.,True
15849273,50.0,48.0,Antiquity of microRNAs and their targets in land plants.,True
15851028,152.0,53.0,microRNA-directed phasing during trans-acting siRNA biogenesis in plants.,True
15852042,168.0,107.0,MicroRNA biogenesis: coordinated cropping and dicing.,True
15867090,48.0,11.0,T cell lineage choice and differentiation in the absence of the RNase III enzyme Dicer.,True
15869899,2.0,63.0,MicroRNAs: Small regulators with a big impact.,True
15875226,16.0,39.0,Plant and animal microRNAs: similarities and differences.,True
16244135,30.0,19.0,"Simple, quantitative primer-extension PCR assay for direct monitoring of microRNAs and short-interfering RNAs.",True
16244316,10.0,105.0,"Camels and zebrafish, viruses and cancer: a microRNA update.",True
16247770,20.0,30.0,Reciprocal expression of lin-41 and the microRNAs let-7 and mir-125 during mouse embryogenesis.,True
16258535,253.0,20.0,Silencing of microRNAs in vivo with 'antagomirs'.,True
16260724,39.0,28.0,A cAMP-response element binding protein-induced microRNA regulates neuronal morphogenesis.,True
16271385,97.0,28.0,Argonaute2 cleaves the anti-guide strand of siRNA during RISC activation.,True
16271386,124.0,48.0,Passenger-strand cleavage facilitates assembly of siRNA into Ago2-containing RNAi enzyme complexes.,True
16271387,143.0,49.0,Human RISC couples microRNA biogenesis and posttranscriptional gene silencing.,True
16273107,49.0,23.0,DICER-LIKE 4 is required for RNA interference and produces the 21-nucleotide small interfering RNA component of the plant cell-to-cell silencing signal.,True
14654021,49.0,75.0,microRNAs: runts of the genome assert themselves.,False
14657504,247.0,12.0,MicroRNAs modulate hematopoietic lineage differentiation.,True
14661029,35.0,14.0,Recognition of small interfering RNA by a viral suppressor of RNA silencing.,True
25765112,0.0,52.0,MicroRNA and pediatric tumors: Future perspectives.,True
17149698,58.0,24.0,Expression profiling identifies microRNA signature in pancreatic cancer.,True
17158157,3.0,50.0,Global analysis of microRNA target gene expression reveals that miRNA targets are lower expressed in mature mouse and Drosophila tissues than in the embryos.,True
17158744,38.0,36.0,Cucumber mosaic virus-encoded 2b suppressor inhibits Arabidopsis Argonaute1 cleavage activity to counter plant defense.,True
17159994,14.0,36.0,Heme is involved in microRNA processing.,True
17163415,5.0,75.0,MicroRNA and cancer: Current status and prospective.,True
25372759,3.0,54.0,Update on non-canonical microRNAs.,True
25383673,0.0,55.0,Hunting the needle in the haystack: a guide to obtain biologically meaningful microRNA targets.,True
11050429,61.0,9.0,Domains in gene silencing and cell differentiation proteins: the novel PAZ domain and redefinition of the Piwi domain.,False
11051555,35.0,10.0,A viral movement protein prevents spread of the gene silencing signal in Nicotiana benthamiana.,True
19092929,52.0,31.0,Structure of an argonaute silencing complex with a seed-containing guide DNA and target RNA duplex.,True
19095692,2.0,51.0,Cellular versus viral microRNAs in host-virus interaction.,True
19096960,3.0,51.0,MicroRNAs as biomarkers and therapeutic drugs in human cancer.,True
15585662,52.0,42.0,Substrate requirements for let-7 function in the developing zebrafish embryo.,True
15589161,155.0,36.0,The human DiGeorge syndrome critical region gene 8 and Its D. melanogaster homolog are required for miRNA biogenesis.,True
15589164,1.0,51.0,Small RNAs and immunity.,True
15598818,46.0,15.0,Sensitive and specific detection of microRNAs by northern blot analysis using LNA-modified oligonucleotide probes.,True
15607976,24.0,29.0,"Two RNAi complexes, RITS and RDRC, physically interact and localize to noncoding centromeric RNAs.",True
15608278,26.0,21.0,ASRP: the Arabidopsis Small RNA Project Database.,True
15610730,66.0,28.0,Transcription and processing of human microRNA precursors.,True
15610845,36.0,16.0,Architecture of a validated microRNA::target interaction.,True
15613540,27.0,20.0,Overexpression of exportin 5 enhances RNA interference mediated by short hairpin RNAs and microRNAs.,True
15616155,28.0,29.0,Development of a micro-array to detect human and mouse microRNAs and characterization of expression in human organs.,True
25979468,1.0,129.0,An overview of microRNAs.,True
25998712,7.0,73.0,MicroRNA biogenesis pathways in cancer.,True
16724069,56.0,13.0,Fatality in mice due to oversaturation of cellular microRNA/short hairpin RNA pathways.,True
16724105,27.0,32.0,Small RNA binding is a common strategy to suppress RNA silencing by several viral suppressors.,True
16728577,33.0,17.0,MicroRNA deregulation in human thyroid papillary carcinomas.,True
16731620,23.0,40.0,Myogenic factors that regulate expression of muscle-specific microRNAs.,True
16736018,9.0,56.0,Strategies to determine the biological function of microRNAs.,True
16736019,30.0,57.0,Approaches to microRNA discovery.,True
16736020,37.0,38.0,Canalization of development by microRNAs.,True
16736021,22.0,35.0,Viruses and microRNAs.,True
16736022,30.0,71.0,Functions of microRNAs and related small RNAs in plants.,True
16736023,89.0,38.0,microRNA target predictions in animals.,True
16736490,13.0,39.0,Detection of mammalian microRNA expression by in situ hybridization with RNA oligonucleotides.,True
16738409,66.0,31.0,Post-transcriptional regulation of microRNA expression.,True
16741077,59.0,14.0,Hierarchical action and inhibition of plant Dicer-like proteins in antiviral defense.,True
26712751,0.0,70.0,RNA Binding Proteins in the miRNA Pathway.,True
16751099,180.0,33.0,Molecular basis for the recognition of primary microRNAs by the Drosha-DGCR8 complex.,True
16751773,41.0,5.0,A mutation creating a potential illegitimate microRNA target site in the myostatin gene affects muscularity in sheep.,True
16751777,72.0,14.0,A novel class of small RNAs bind to MILI protein in mouse testes.,True
16751776,71.0,11.0,A germline-specific class of small RNAs binds mammalian Piwi proteins.,True
32903622,0.0,53.0,Key Mechanistic Principles and Considerations Concerning RNA Interference.,True
16308420,148.0,15.0,The widespread impact of mammalian MicroRNAs on mRNA repression and evolution.,True
16314309,79.0,33.0,Real-time quantification of microRNAs by stem-loop RT-PCR.,True
16314451,28.0,59.0,MicroRNA function: multiple mechanisms for a tiny RNA?,True
18834952,3.0,44.0,"DNA methylomes, histone codes and miRNAs: tying it all together.",True
24764762,1.0,73.0,The new world of RNAs.,True
